Date,401(k),AC power plugs and sockets,Abercrombie & Fitch,Academic degree,Account,Acushnet Company,Adhesive,Adhesive tape,Administrative assistant,Aerial work platform,Aerosol spray,Aetna,Afton Chemical,Agricultural machinery,Agriculture,Air brake,Air conditioner,Air conditioning,Air fryer,Air purifier,Aircraft,Aircraft seat map,Airline ticket,Airplane,Airport,Albemarle Corporation,Alcoa,Alcoholic drink,AliExpress,Alibaba Group,All-terrain vehicle,Allen Edmonds,Aluminium,Aluminum can,Amazon Prime,Amazon Prime Video,Amazon.com,"America's Car-Mart, Inc.",American Eagle Outfitters,American Express,American football,Ampere,Anchor,Ann Inc.,Antibiotics,Antifreeze,Antique shop,Apartment,Apple,Apple Watch,Application for employment,Apprenticeship,"AptarGroup, Inc.",Architect,Architecture,Arena,Artificial cardiac pacemaker,Ascena Retail Group,Asphalt,Asphalt concrete,Asphalt roll roofing,Assisted living,At Home,AutoNation,AutoZone,Automated teller machine,Automatic transmission fluid,Automation,Automobile repair shop,Automotive aftermarket,Automotive industry,Automotive paint,Avery Dennison,Aviation,Axle
4/12/2017,0.107692308,0.086247086,-0.119453925,0.057877814,0.124681934,0.038888889,0.459302326,0.15047619,0.009025271,0.053169734,0.034682081,0.055415617,-0.194029851,-0.109974425,-0.029166667,0.051948052,0.184210526,0.120967742,3.222222222,0.108333333,0,-0.150724638,0.053254438,0.100737101,0.068322981,0.751322751,-0.486111111,0.031620553,-0.263988522,0.010067114,-0.053639847,0.007009346,-0.010719755,-0.003853565,0.225,0.368888889,0.126005362,0.014742015,0.152416357,-0.082748948,-0.034482759,-0.001582278,-0.007968127,0.074592075,0.041493776,0.027667984,0.028680688,-0.014144272,-0.067961165,0.25,-0.041009464,-0.020992366,0.321917808,-0.025232404,-0.010928962,-0.100217865,0.035958904,0.583333333,-0.009380863,-0.028138528,-0.13836478,0.04,0.28313253,0.100364964,-0.0237366,0.211031175,0.082474227,0.175824176,0.004830918,-0.032608696,-0.063711911,-0.115562404,0.013307985,0.009966777,0.01065449
4/13/2017,0.107692308,0.086247086,-0.119453925,0.057877814,0.124681934,0.038888889,0.459302326,0.15047619,0.009025271,0.053169734,0.034682081,0.055415617,-0.194029851,-0.109974425,-0.029166667,0.051948052,0.184210526,0.120967742,3.222222222,0.108333333,0,-0.150724638,0.053254438,0.100737101,0.068322981,0.751322751,-0.486111111,0.031620553,-0.263988522,0.010067114,-0.053639847,0.007009346,-0.010719755,-0.003853565,0.225,0.368888889,0.126005362,0.014742015,0.152416357,-0.082748948,-0.034482759,-0.001582278,-0.007968127,0.074592075,0.041493776,0.027667984,0.028680688,-0.014144272,-0.067961165,0.25,-0.041009464,-0.020992366,0.321917808,-0.025232404,-0.010928962,-0.100217865,0.035958904,0.583333333,-0.009380863,-0.028138528,-0.13836478,0.04,0.28313253,0.100364964,-0.0237366,0.211031175,0.082474227,0.175824176,0.004830918,-0.032608696,-0.063711911,-0.115562404,0.013307985,0.009966777,0.01065449
4/14/2017,0.107692308,0.086247086,-0.119453925,0.057877814,0.124681934,0.038888889,0.459302326,0.15047619,0.009025271,0.053169734,0.034682081,0.055415617,-0.194029851,-0.109974425,-0.029166667,0.051948052,0.184210526,0.120967742,3.222222222,0.108333333,0,-0.150724638,0.053254438,0.100737101,0.068322981,0.751322751,-0.486111111,0.031620553,-0.263988522,0.010067114,-0.053639847,0.007009346,-0.010719755,-0.003853565,0.225,0.368888889,0.126005362,0.014742015,0.152416357,-0.082748948,-0.034482759,-0.001582278,-0.007968127,0.074592075,0.041493776,0.027667984,0.028680688,-0.014144272,-0.067961165,0.25,-0.041009464,-0.020992366,0.321917808,-0.025232404,-0.010928962,-0.100217865,0.035958904,0.583333333,-0.009380863,-0.028138528,-0.13836478,0.04,0.28313253,0.100364964,-0.0237366,0.211031175,0.082474227,0.175824176,0.004830918,-0.032608696,-0.063711911,-0.115562404,0.013307985,0.009966777,0.01065449
4/15/2017,0.107692308,0.086247086,-0.119453925,0.057877814,0.124681934,0.038888889,0.459302326,0.15047619,0.009025271,0.053169734,0.034682081,0.055415617,-0.194029851,-0.109974425,-0.029166667,0.051948052,0.184210526,0.120967742,3.222222222,0.108333333,0,-0.150724638,0.053254438,0.100737101,0.068322981,0.751322751,-0.486111111,0.031620553,-0.263988522,0.010067114,-0.053639847,0.007009346,-0.010719755,-0.003853565,0.225,0.368888889,0.126005362,0.014742015,0.152416357,-0.082748948,-0.034482759,-0.001582278,-0.007968127,0.074592075,0.041493776,0.027667984,0.028680688,-0.014144272,-0.067961165,0.25,-0.041009464,-0.020992366,0.321917808,-0.025232404,-0.010928962,-0.100217865,0.035958904,0.583333333,-0.009380863,-0.028138528,-0.13836478,0.04,0.28313253,0.100364964,-0.0237366,0.211031175,0.082474227,0.175824176,0.004830918,-0.032608696,-0.063711911,-0.115562404,0.013307985,0.009966777,0.01065449
4/16/2017,0.116997792,0.078703704,-0.147651007,0.057692308,0.131443299,0.176136364,0.459302326,0.154285714,0.034608379,-0.011976048,0.025423729,0.079283887,-0.183035714,-0.122077922,-0.031855956,0.053418803,0.122222222,0.092857143,3.111111111,0.116666667,0.003412969,-0.147612156,0.062874251,0.087804878,0.061983471,0.663212435,-0.435661765,0.039292731,-0.275912409,-0.006644518,-0.075329567,0.046082949,-0.015197568,0,0.20661157,0.346666667,0.127516779,0.033333333,0.176691729,-0.078541374,-0.033898305,-0.001587302,-0.015655577,0.087058824,0.033472803,0.031746032,-0.020676692,-0.008486563,-0.058823529,0.223880597,-0.051482059,-0.007604563,0.204081633,-0.018867925,0.001362398,-0.110375276,0.028716216,0.736842105,-0.027173913,-0.026915114,-0.095808383,0.034825871,0.25,0.095840868,-0.029862175,0.174641148,0.057432432,0.162112933,0.017828201,-0.025991792,-0.064971751,-0.12345679,0.05313093,-0.003311258,0.019756839
4/17/2017,0.116997792,0.078703704,-0.147651007,0.057692308,0.131443299,0.176136364,0.459302326,0.154285714,0.034608379,-0.011976048,0.025423729,0.079283887,-0.183035714,-0.122077922,-0.031855956,0.053418803,0.122222222,0.092857143,3.111111111,0.116666667,0.003412969,-0.147612156,0.062874251,0.087804878,0.061983471,0.663212435,-0.435661765,0.039292731,-0.275912409,-0.006644518,-0.075329567,0.046082949,-0.015197568,0,0.20661157,0.346666667,0.127516779,0.033333333,0.176691729,-0.078541374,-0.033898305,-0.001587302,-0.015655577,0.087058824,0.033472803,0.031746032,-0.020676692,-0.008486563,-0.058823529,0.223880597,-0.051482059,-0.007604563,0.204081633,-0.018867925,0.001362398,-0.110375276,0.028716216,0.736842105,-0.027173913,-0.026915114,-0.095808383,0.034825871,0.25,0.095840868,-0.029862175,0.174641148,0.057432432,0.162112933,0.017828201,-0.025991792,-0.064971751,-0.12345679,0.05313093,-0.003311258,0.019756839
4/18/2017,0.116997792,0.078703704,-0.147651007,0.057692308,0.131443299,0.176136364,0.459302326,0.154285714,0.034608379,-0.011976048,0.025423729,0.079283887,-0.183035714,-0.122077922,-0.031855956,0.053418803,0.122222222,0.092857143,3.111111111,0.116666667,0.003412969,-0.147612156,0.062874251,0.087804878,0.061983471,0.663212435,-0.435661765,0.039292731,-0.275912409,-0.006644518,-0.075329567,0.046082949,-0.015197568,0,0.20661157,0.346666667,0.127516779,0.033333333,0.176691729,-0.078541374,-0.033898305,-0.001587302,-0.015655577,0.087058824,0.033472803,0.031746032,-0.020676692,-0.008486563,-0.058823529,0.223880597,-0.051482059,-0.007604563,0.204081633,-0.018867925,0.001362398,-0.110375276,0.028716216,0.736842105,-0.027173913,-0.026915114,-0.095808383,0.034825871,0.25,0.095840868,-0.029862175,0.174641148,0.057432432,0.162112933,0.017828201,-0.025991792,-0.064971751,-0.12345679,0.05313093,-0.003311258,0.019756839
4/19/2017,0.116997792,0.078703704,-0.147651007,0.057692308,0.131443299,0.176136364,0.459302326,0.154285714,0.034608379,-0.011976048,0.025423729,0.079283887,-0.183035714,-0.122077922,-0.031855956,0.053418803,0.122222222,0.092857143,3.111111111,0.116666667,0.003412969,-0.147612156,0.062874251,0.087804878,0.061983471,0.663212435,-0.435661765,0.039292731,-0.275912409,-0.006644518,-0.075329567,0.046082949,-0.015197568,0,0.20661157,0.346666667,0.127516779,0.033333333,0.176691729,-0.078541374,-0.033898305,-0.001587302,-0.015655577,0.087058824,0.033472803,0.031746032,-0.020676692,-0.008486563,-0.058823529,0.223880597,-0.051482059,-0.007604563,0.204081633,-0.018867925,0.001362398,-0.110375276,0.028716216,0.736842105,-0.027173913,-0.026915114,-0.095808383,0.034825871,0.25,0.095840868,-0.029862175,0.174641148,0.057432432,0.162112933,0.017828201,-0.025991792,-0.064971751,-0.12345679,0.05313093,-0.003311258,0.019756839
4/20/2017,0.116997792,0.078703704,-0.147651007,0.057692308,0.131443299,0.176136364,0.459302326,0.154285714,0.034608379,-0.011976048,0.025423729,0.079283887,-0.183035714,-0.122077922,-0.031855956,0.053418803,0.122222222,0.092857143,3.111111111,0.116666667,0.003412969,-0.147612156,0.062874251,0.087804878,0.061983471,0.663212435,-0.435661765,0.039292731,-0.275912409,-0.006644518,-0.075329567,0.046082949,-0.015197568,0,0.20661157,0.346666667,0.127516779,0.033333333,0.176691729,-0.078541374,-0.033898305,-0.001587302,-0.015655577,0.087058824,0.033472803,0.031746032,-0.020676692,-0.008486563,-0.058823529,0.223880597,-0.051482059,-0.007604563,0.204081633,-0.018867925,0.001362398,-0.110375276,0.028716216,0.736842105,-0.027173913,-0.026915114,-0.095808383,0.034825871,0.25,0.095840868,-0.029862175,0.174641148,0.057432432,0.162112933,0.017828201,-0.025991792,-0.064971751,-0.12345679,0.05313093,-0.003311258,0.019756839
4/21/2017,0.116997792,0.078703704,-0.147651007,0.057692308,0.131443299,0.176136364,0.459302326,0.154285714,0.034608379,-0.011976048,0.025423729,0.079283887,-0.183035714,-0.122077922,-0.031855956,0.053418803,0.122222222,0.092857143,3.111111111,0.116666667,0.003412969,-0.147612156,0.062874251,0.087804878,0.061983471,0.663212435,-0.435661765,0.039292731,-0.275912409,-0.006644518,-0.075329567,0.046082949,-0.015197568,0,0.20661157,0.346666667,0.127516779,0.033333333,0.176691729,-0.078541374,-0.033898305,-0.001587302,-0.015655577,0.087058824,0.033472803,0.031746032,-0.020676692,-0.008486563,-0.058823529,0.223880597,-0.051482059,-0.007604563,0.204081633,-0.018867925,0.001362398,-0.110375276,0.028716216,0.736842105,-0.027173913,-0.026915114,-0.095808383,0.034825871,0.25,0.095840868,-0.029862175,0.174641148,0.057432432,0.162112933,0.017828201,-0.025991792,-0.064971751,-0.12345679,0.05313093,-0.003311258,0.019756839
4/22/2017,0.116997792,0.078703704,-0.147651007,0.057692308,0.131443299,0.176136364,0.459302326,0.154285714,0.034608379,-0.011976048,0.025423729,0.079283887,-0.183035714,-0.122077922,-0.031855956,0.053418803,0.122222222,0.092857143,3.111111111,0.116666667,0.003412969,-0.147612156,0.062874251,0.087804878,0.061983471,0.663212435,-0.435661765,0.039292731,-0.275912409,-0.006644518,-0.075329567,0.046082949,-0.015197568,0,0.20661157,0.346666667,0.127516779,0.033333333,0.176691729,-0.078541374,-0.033898305,-0.001587302,-0.015655577,0.087058824,0.033472803,0.031746032,-0.020676692,-0.008486563,-0.058823529,0.223880597,-0.051482059,-0.007604563,0.204081633,-0.018867925,0.001362398,-0.110375276,0.028716216,0.736842105,-0.027173913,-0.026915114,-0.095808383,0.034825871,0.25,0.095840868,-0.029862175,0.174641148,0.057432432,0.162112933,0.017828201,-0.025991792,-0.064971751,-0.12345679,0.05313093,-0.003311258,0.019756839
4/23/2017,0.123873874,0.086247086,-0.150170648,0.063391442,0.118863049,0.273255814,0.448275862,0.16952381,-0.001718213,-0.031434185,0.027777778,0.064267352,-0.2,-0.125319693,-0.038567493,0.016806723,0.151515152,0.090909091,3,0.091666667,0.006896552,-0.14676259,0.072727273,0.080291971,0.06185567,0.548387097,-0.404059041,0.038986355,-0.267062315,0.013422819,-0.064272212,0.061926606,-0.016566265,-0.019503546,0.214876033,0.348214286,0.137281292,-0.038071066,0.176691729,-0.066761364,-0.032786885,0.003194888,-0.03250478,0.096470588,0.038135593,0.015936255,-0.022813688,-0.009859155,-0.072463768,0.18115942,-0.058732612,0.003861004,-0.06043956,-0.012162162,-0.001362398,-0.121681416,0.025423729,0.719298246,-0.038664323,-0.022267206,-0.072507553,0.024691358,0.251428571,0.076086957,-0.032233308,0.168269231,0.057921635,0.156648452,0.01300813,-0.039509537,-0.074792244,-0.103773585,0.041509434,0.020168067,0.019969278
4/24/2017,0.123873874,0.086247086,-0.150170648,0.063391442,0.118863049,0.273255814,0.448275862,0.16952381,-0.001718213,-0.031434185,0.027777778,0.064267352,-0.2,-0.125319693,-0.038567493,0.016806723,0.151515152,0.090909091,3,0.091666667,0.006896552,-0.14676259,0.072727273,0.080291971,0.06185567,0.548387097,-0.404059041,0.038986355,-0.267062315,0.013422819,-0.064272212,0.061926606,-0.016566265,-0.019503546,0.214876033,0.348214286,0.137281292,-0.038071066,0.176691729,-0.066761364,-0.032786885,0.003194888,-0.03250478,0.096470588,0.038135593,0.015936255,-0.022813688,-0.009859155,-0.072463768,0.18115942,-0.058732612,0.003861004,-0.06043956,-0.012162162,-0.001362398,-0.121681416,0.025423729,0.719298246,-0.038664323,-0.022267206,-0.072507553,0.024691358,0.251428571,0.076086957,-0.032233308,0.168269231,0.057921635,0.156648452,0.01300813,-0.039509537,-0.074792244,-0.103773585,0.041509434,0.020168067,0.019969278
4/25/2017,0.123873874,0.086247086,-0.150170648,0.063391442,0.118863049,0.273255814,0.448275862,0.16952381,-0.001718213,-0.031434185,0.027777778,0.064267352,-0.2,-0.125319693,-0.038567493,0.016806723,0.151515152,0.090909091,3,0.091666667,0.006896552,-0.14676259,0.072727273,0.080291971,0.06185567,0.548387097,-0.404059041,0.038986355,-0.267062315,0.013422819,-0.064272212,0.061926606,-0.016566265,-0.019503546,0.214876033,0.348214286,0.137281292,-0.038071066,0.176691729,-0.066761364,-0.032786885,0.003194888,-0.03250478,0.096470588,0.038135593,0.015936255,-0.022813688,-0.009859155,-0.072463768,0.18115942,-0.058732612,0.003861004,-0.06043956,-0.012162162,-0.001362398,-0.121681416,0.025423729,0.719298246,-0.038664323,-0.022267206,-0.072507553,0.024691358,0.251428571,0.076086957,-0.032233308,0.168269231,0.057921635,0.156648452,0.01300813,-0.039509537,-0.074792244,-0.103773585,0.041509434,0.020168067,0.019969278
4/26/2017,0.123873874,0.086247086,-0.150170648,0.063391442,0.118863049,0.273255814,0.448275862,0.16952381,-0.001718213,-0.031434185,0.027777778,0.064267352,-0.2,-0.125319693,-0.038567493,0.016806723,0.151515152,0.090909091,3,0.091666667,0.006896552,-0.14676259,0.072727273,0.080291971,0.06185567,0.548387097,-0.404059041,0.038986355,-0.267062315,0.013422819,-0.064272212,0.061926606,-0.016566265,-0.019503546,0.214876033,0.348214286,0.137281292,-0.038071066,0.176691729,-0.066761364,-0.032786885,0.003194888,-0.03250478,0.096470588,0.038135593,0.015936255,-0.022813688,-0.009859155,-0.072463768,0.18115942,-0.058732612,0.003861004,-0.06043956,-0.012162162,-0.001362398,-0.121681416,0.025423729,0.719298246,-0.038664323,-0.022267206,-0.072507553,0.024691358,0.251428571,0.076086957,-0.032233308,0.168269231,0.057921635,0.156648452,0.01300813,-0.039509537,-0.074792244,-0.103773585,0.041509434,0.020168067,0.019969278
4/27/2017,0.123873874,0.086247086,-0.150170648,0.063391442,0.118863049,0.273255814,0.448275862,0.16952381,-0.001718213,-0.031434185,0.027777778,0.064267352,-0.2,-0.125319693,-0.038567493,0.016806723,0.151515152,0.090909091,3,0.091666667,0.006896552,-0.14676259,0.072727273,0.080291971,0.06185567,0.548387097,-0.404059041,0.038986355,-0.267062315,0.013422819,-0.064272212,0.061926606,-0.016566265,-0.019503546,0.214876033,0.348214286,0.137281292,-0.038071066,0.176691729,-0.066761364,-0.032786885,0.003194888,-0.03250478,0.096470588,0.038135593,0.015936255,-0.022813688,-0.009859155,-0.072463768,0.18115942,-0.058732612,0.003861004,-0.06043956,-0.012162162,-0.001362398,-0.121681416,0.025423729,0.719298246,-0.038664323,-0.022267206,-0.072507553,0.024691358,0.251428571,0.076086957,-0.032233308,0.168269231,0.057921635,0.156648452,0.01300813,-0.039509537,-0.074792244,-0.103773585,0.041509434,0.020168067,0.019969278
4/28/2017,0.123873874,0.086247086,-0.150170648,0.063391442,0.118863049,0.273255814,0.448275862,0.16952381,-0.001718213,-0.031434185,0.027777778,0.064267352,-0.2,-0.125319693,-0.038567493,0.016806723,0.151515152,0.090909091,3,0.091666667,0.006896552,-0.14676259,0.072727273,0.080291971,0.06185567,0.548387097,-0.404059041,0.038986355,-0.267062315,0.013422819,-0.064272212,0.061926606,-0.016566265,-0.019503546,0.214876033,0.348214286,0.137281292,-0.038071066,0.176691729,-0.066761364,-0.032786885,0.003194888,-0.03250478,0.096470588,0.038135593,0.015936255,-0.022813688,-0.009859155,-0.072463768,0.18115942,-0.058732612,0.003861004,-0.06043956,-0.012162162,-0.001362398,-0.121681416,0.025423729,0.719298246,-0.038664323,-0.022267206,-0.072507553,0.024691358,0.251428571,0.076086957,-0.032233308,0.168269231,0.057921635,0.156648452,0.01300813,-0.039509537,-0.074792244,-0.103773585,0.041509434,0.020168067,0.019969278
